FileName,ElevationM,Date,Lat,Lon,DamLength,Notes,Area,Mapper,State,MapperID
P2_Dam356,2615.00,9/27/2014,40.885491,-106.567424,77.40,attached to 355,2,KK,CO,B
P2_Dam357,2615.00,9/28/2014,40.885067,-106.567143,175.00,,2,KK,CO,B
P2_Dam358,2615.00,9/29/2014,40.885905,-106.567016,161.00,,2,KK,CO,B
P2_Dam359,2615.00,9/1/2014,40.885695,-106.567030,33.20,,2,KK,CO,B
P2_Dam360,2615.00,9/1/2014,40.885371,-106.566707,114.00,,2,KK,CO,B
P2_Dam361,2615.00,9/1/2014,40.884931,-106.566525,91.30,,2,KK,CO,B
P2_Dam362,2615.00,9/1/2014,40.884770,-106.566870,101.00,,2,KK,CO,B
P2_Dam363,2614.00,9/1/2014,40.884971,-106.566354,46.00,,2,KK,CO,B
P2_Dam364,2614.00,9/1/2014,40.885086,-106.566256,70.80,,2,KK,CO,B
P2_Dam365,2614.00,9/1/2014,40.885487,-106.565888,146.00,,2,KK,CO,B
P2_Dam366,2614.00,9/1/2014,40.885521,-106.565683,151.00,,2,KK,CO,B
P2_Dam367,2613.00,9/1/2014,40.884951,-106.565139,32.20,,2,KK,CO,B
P2_Dam368,2610.00,9/1/2014,40.886489,-106.564221,37.00,,2,KK,CO,B
P3_Dam1,352.00,9/1/2010,48.877895,-93.501643,94.4,,3,KK,MN,B
P3_Dam2,352.00,9/1/2010,48.872733,-93.493599,51.7,,3,KK,MN,B
P3_Dam3,352.00,9/1/2010,48.872914,-93.493024,84.5,,3,KK,MN,B
P3_Dam4,353.00,9/1/2010,48.873596,-93.491073,76,,3,KK,MN,B
P3_Dam5,353.00,9/1/2010,48.874063,-93.490231,104,,3,KK,MN,B
P3_Dam6,353.00,9/1/2010,48.87394,-93.490426,64.8,attached to 5,3,KK,MN,B
P3_Dam7,355.00,9/1/2010,48.878421,-93.489499,142,unsure,3,KK,MN,B
P3_Dam8,351.00,9/1/2010,48.867703,-93.474883,108,,3,KK,MN,B
P3_Dam9,350.00,9/1/2010,48.867603,-93.474444,60.1,,3,KK,MN,B
P3_Dam10,348.00,9/1/2010,48.867668,-93.472457,53.2,,3,KK,MN,B
P3_Dam11,348.00,9/1/2010,48.867769,-93.470893,53.7,,3,KK,MN,B
P3_Dam12,344.00,9/1/2010,48.867788,-93.468041,105,,3,KK,MN,B
P3_Dam13,351.00,9/1/2010,48.870136,-93.481247,109,,3,KK,MN,B
P3_Dam14,349.00,9/1/2010,48.870505,-93.480709,42.8,,3,KK,MN,B
P3_Dam15,348.00,9/1/2010,48.871409,-93.477664,60.6,,3,KK,MN,B
P3_Dam16,347.00,9/1/2010,48.871454,-93.476845,41.3,,3,KK,MN,B
P3_Dam17,346.00,9/1/2010,48.870305,-93.472888,65.4,,3,KK,MN,B
P3_Dam18,346.00,9/1/2010,48.870185,-93.472333,42.7,,3,KK,MN,B
P3_Dam19,345.00,9/1/2010,48.870085,-93.471581,23.8,,3,KK,MN,B
P3_Dam20,339.00,9/1/2010,48.869474,-93.46717,47.4,,3,KK,MN,B
P3_Dam21,338.00,9/1/2010,48.86932,-93.466157,28.5,,3,KK,MN,B
P3_Dam22,338.00,9/1/2010,48.864494,-93.463302,90.8,,3,KK,MN,B
P3_Dam23,338.00,9/1/2010,48.864019,-93.465141,36.3,,3,KK,MN,B
P3_Dam24,340.00,9/1/2010,48.863896,-93.46558,29.6,,3,KK,MN,B
P3_Dam25,339.00,9/1/2010,48.863909,-93.465737,38,,3,KK,MN,B
P3_Dam26,339.00,9/1/2010,48.863907,-93.465877,32,,3,KK,MN,B
P3_Dam27,346.00,9/1/2010,48.563841,-93.476652,102,,3,KK,MN,B
P3_Dam28,354.00,9/1/2010,48.864014,-93.479166,279,,3,KK,MN,B
P3_Dam29,349.00,9/1/2010,48.863057,-93.47674,39.4,,3,KK,MN,B
P3_Dam30,348.00,9/1/2010,48.862994,-93.476926,34.8,,3,KK,MN,B
P3_Dam31,349.00,9/1/2010,48.860919,-93.469353,60.8,hard to tell where this one ends ,3,KK,MN,B
P3_Dam32,350.00,9/1/2010,48.859502,-93.467141,40.2,,3,KK,MN,B
P3_Dam33,352.00,9/1/2010,48.859125,-93.46686,55.8,,3,KK,MN,B
P3_Dam34,354.00,9/1/2010,48.85832,-93.469751,58.3,,3,KK,MN,B
P3_Dam35,360.00,9/1/2010,48.858665,-93.464689,86.9,,3,KK,MN,B
P3_Dam36,356.00,9/1/2010,48.858765,-93.46119,64.1,,3,KK,MN,B
P3_Dam37,342.00,9/1/2010,48.857868,-93.45678,89,,3,KK,MN,B
P3_Dam38,345.00,9/1/2010,48.856117,-93.458577,133,unsure,3,KK,MN,B
P3_Dam39,343.00,9/1/2010,48.856379,-93.457421,80.9,,3,KK,MN,B
P3_Dam40,350.00,9/1/2010,48.854477,-93.459679,44.5,,3,KK,MN,B
P3_Dam41,354.00,9/1/2010,48.853644,-93.458682,30.3,,3,KK,MN,B
P3_Dam42,354.00,9/1/2010,48.853353,-93.458429,41,,3,KK,MN,B
P3_Dam43,355.00,9/1/2010,48.853185,-93.458209,76,,3,KK,MN,B
P3_Dam44,356.00,9/1/2010,48.852751,-93.456984,25,,3,KK,MN,B
P3_Dam45,367.00,9/1/2010,48.840276,-93.451298,23.2,,3,KK,MN,B
P3_Dam46,360.00,9/1/2010,48.836178,-93.447743,46.6,,3,KK,MN,B
P3_Dam47,359.00,9/1/2010,48.838529,-93.444549,69.2,,3,KK,MN,B
P3_Dam48,358.00,9/1/2010,48.839267,-93.44258,53.5,,3,KK,MN,B
P3_Dam49,348.00,9/1/2010,48.836224,-93.464271,24,,3,KK,MN,B
P3_Dam50,347.00,9/1/2010,48.836523,-93.46914,123,broken dam,3,KK,MN,B
P3_Dam51,348.00,9/1/2010,48.837441,-93.469574,108,,3,KK,MN,B
P3_Dam52,347.00,9/1/2010,43.837754,-93.469808,128,,3,KK,MN,B
P3_Dam53,349.00,9/1/2010,48.836655,-93.472106,76.6,broken and displaced?,3,KK,MN,B
P3_Dam54,349.00,9/1/2010,48.838839,-93.470659,75.9,,3,KK,MN,B
P3_Dam55,349.00,9/1/2010,48.839035,-93.470879,71.6,,3,KK,MN,B
P3_Dam56,350.00,9/1/2010,48.840634,-93.471753,40,,3,KK,MN,B
P3_Dam57,350.00,9/1/2010,48.840331,-93.473192,71.5,,3,KK,MN,B
P3_Dam58,351.00,9/1/2010,48.842273,-93.475541,56.1,,3,KK,MN,B
P3_Dam59,350.00,9/1/2010,48.840302,-93.468239,25.3,,3,KK,MN,B
P3_Dam60,350.00,9/1/2010,48.840504,-93.468276,34.9,,3,KK,MN,B
P3_Dam61,350.00,9/1/2010,48.841226,-93.468145,41.4,,3,KK,MN,B
P3_Dam62,352.00,9/1/2010,48.841997,-93.468433,152,,3,KK,MN,B
P3_Dam63,353.00,9/1/2010,48.842257,-93.468549,118,,3,KK,MN,B
P3_Dam64,358.00,9/1/2010,48.849021,-93.475706,117,,3,KK,MN,B
P3_Dam65,357.00,9/1/2010,48.85226,-93.473245,51.6,,3,KK,MN,B
P3_Dam66,358.00,9/1/2010,48.852602,-93.473072,48.3,,3,KK,MN,B
P3_Dam67,360.00,9/1/2010,48.842515,-93.485466,83.5,,3,KK,MN,B
P3_Dam68,360.00,9/1/2010,48.842449,-93.486081,80.8,,3,KK,MN,B
P3_Dam69,360.00,9/1/2010,48.842349,-93.486082,88.9,broken dam,3,KK,MN,B
P3_Dam70,360.00,9/1/2010,48.840266,-93.488532,48.2,,3,KK,MN,B
P3_Dam71,361.00,9/1/2010,48.858033,-93.480118,46.5,,3,KK,MN,B
P3_Dam72,358.00,9/1/2010,48.857119,-93.484617,61,,3,KK,MN,B
P3_Dam73,358.00,9/1/2010,48.853917,-93.484978,26.4,,3,KK,MN,B
P3_Dam74,358.00,9/1/2010,48.856586,-93.485259,29.6,,3,KK,MN,B
P3_Dam75,357.00,9/1/2010,48.85593,-93.486075,33.6,,3,KK,MN,B
P3_Dam76,348.00,9/1/2010,48.873552,-93.463502,46.8,,3,KK,MN,B
P3_Dam77,347.00,9/1/2010,48.87343,-93.463244,34.6,,3,KK,MN,B
P3_Dam78,347.00,9/1/2010,48.87338,-93.463035,35.2,,3,KK,MN,B
P3_Dam79,348.00,9/1/2010,48.873273,-93.462605,51.4,,3,KK,MN,B
P3_Dam80,345.00,9/1/2010,48.873213,-93.461449,29.6,,3,KK,MN,B
P3_Dam81,352.00,9/1/2010,48.87669,-93.458337,42.6,,3,KK,MN,B
P3_Dam82,345.00,9/1/2010,48.876793,-93.461588,128,,3,KK,MN,B
P3_Dam83,351.00,9/1/2010,48.881135,-93.459518,55.7,,3,KK,MN,B
P3_Dam84,354.00,9/1/2010,48.881169,-93.457509,13.5,,3,KK,MN,B
P3_Dam85,354.00,9/1/2010,48.881085,-93.457387,20.2,,3,KK,MN,B
P3_Dam86,354.00,9/1/2010,48.880898,-93.457311,22,,3,KK,MN,B
P3_Dam87,355.00,9/1/2010,48.880813,-93.457224,46.5,,3,KK,MN,B
P3_Dam88,343.00,9/1/2010,48.876052,-93.446096,56.8,,3,KK,MN,B
P3_Dam89,347.00,9/1/2010,48.876428,-93.445774,7.61,,3,KK,MN,B
P3_Dam90,348.00,9/1/2010,48.87654,-93.445666,7.73,,3,KK,MN,B
P3_Dam91,350.00,9/1/2010,48.876714,-93.44504,23.5,,3,KK,MN,B
P3_Dam92,346.00,9/1/2010,48.875382,-93.434392,71,,3,KK,MN,B
P3_Dam93,346.00,9/1/2010,48.874964,-93.433566,28.3,,3,KK,MN,B
P3_Dam94,344.00,9/1/2010,48.874749,-93.433509,47.7,,3,KK,MN,B
P3_Dam95,343.00,9/1/2010,48.874461,-93.432935,49.9,,3,KK,MN,B
PracticeDam1,1690.00,7/15/2016,35.883169,-118.193656,12.2,,1,NP,CA,C
PracticeDam2,1696.00,7/15/2016,35.894134,-188.187064,21.7,,1,NP,CA,C
PracticeDam3,1696.00,7/15/2016,35.894692,-118.186913,45.6,Could be two dams instead of one,1,NP,CA,C
PracticeDam4,1697.00,7/15/2016,35.896437,-118.188513,41.9,,1,NP,CA,C
PracticeDam5,1697.00,7/15/2016,35.896367,-118.188543,13.7,,1,NP,CA,C
PracticeDam6,1698.00,7/15/2016,35.896665,-118.190947,16.3,Not sure if this is a dam,1,NP,CA,C
PracticeDam7,1699.00,7/15/2016,35.900557,-118.189753,8.17,,1,NP,CA,C
PracticeDam8,1699.00,7/15/2016,35.902219,-118.188114,8.23,,1,NP,CA,C
PracticeDam9,1699.00,7/15/2016,35.902295,-188.188035,16.8,,1,NP,CA,C
PracticeDam10,1702.00,7/15/2016,35.905652,-118.185304,15,,1,NP,CA,C
PracticeDam11,1702.00,7/15/2016,35.905456,-118.185145,6.48,,1,NP,CA,C
PracticeDam12,1701.00,7/15/2016,35.905075,-118.185113,8.35,,1,NP,CA,C
PracticeDam13,1701.00,7/15/2016,35.906481,-118.183102,11.5,,1,NP,CA,C
PracticeDam14,1704.00,7/15/2016,35.906367,-118.181012,18.1,,1,NP,CA,C
PracticeDam15,1706.00,7/15/2016,35.908168,-118.178465,12.5,,1,NP,CA,C
PracticeDam16,1706.00,7/15/2016,35.910031,-118.174623,4.56,Not sure if this is a dam,1,NP,CA,C
PracticeDam17,1708.00,7/15/2016,35.90995,-118.173707,15.8,,1,NP,CA,C
PracticeDam18,1708.00,7/15/2016,35.909811,-118.172494,11.8,,1,NP,CA,C
PracticeDam19,1709.00,7/15/2016,35.910353,-118.171384,5.69,Possibly a small dam,1,NP,CA,C
PracticeDam20,1709.00,7/15/2016,35.91077,-118.171098,26.8,,1,NP,CA,C
PracticeDam21,1709.00,7/15/2016,35.910546,-118.171017,139,"If this is right, this dam is huge! Awesome!",1,NP,CA,C
PracticeDam22,1710.00,7/15/2016,35.910423,-118.170379,7.65,Not sure if this is a dam,1,NP,CA,C
PracticeDam23,1709.00,7/15/2016,35.910182,-118.169997,8.81,Small dam?,1,NP,CA,C
PracticeDam24,1710.00,7/15/2016,35.909947,-118.169948,19,,1,NP,CA,C
PracticeDam25,1710.00,7/15/2016,35.910835,-118.169344,43.6,,1,NP,CA,C
PracticeDam26,1710.00,7/15/2016,35.910471,-118.169327,20.1,,1,NP,CA,C
PracticeDam27,1710.00,7/15/2016,35.910528,-118.169164,18,,1,NP,CA,C
PracticeDam28,1710.00,7/15/2016,35.911842,-118.169776,17,,1,NP,CA,C
PracticeDam29,1710.00,7/15/2016,35.911936,-118.170195,5.12,Small dam?,1,NP,CA,C
PracticeDam30,1710.00,7/15/2016,35.912065,-118.169857,10.2,Really tiny dam?,1,NP,CA,C
PracticeDam31,1710.00,7/15/2016,35.91173,-118.16929,4.59,,1,NP,CA,C
PracticeDam32,1710.00,7/15/2016,35.91077,-118.168885,19.6,,1,NP,CA,C
PracticeDam33,1710.00,7/15/2016,35.913957,-118.166968,10.2,,1,NP,CA,C
PracticeDam34,1711.00,7/15/2016,35.914647,-118.166901,18.4,,1,NP,CA,C
PracticeDam35,1711.00,7/15/2016,35.916253,-118.165716,18,,1,NP,CA,C
PracticeDam36,1713.00,7/15/2016,35.917806,-118.164689,6.76,Not sure if this is a dam,1,NP,CA,C
PracticeDam37,1713.00,7/15/2016,35.918131,-118.165276,10,,1,NP,CA,C
PracticeDam38,1713.00,7/15/2016,35.919766,-118.167293,8.51,,1,NP,CA,C
PracticeDam39,1716.00,7/15/2016,35.922812,-118.167871,8.9,,1,NP,CA,C
PracticeDam40,1719.00,7/15/2016,35.926708,-118.167235,11.4,,1,NP,CA,C
PracticeDam41,1720.00,7/15/2016,35.931767,-118.166118,4.28,,1,NP,CA,C
PracticeDam42,1720.00,7/15/2016,35.93161,-118.165932,8.4,,1,NP,CA,C
PracticeDam43,1720.00,7/15/2016,35.932019,-118.165982,8.26,,1,NP,CA,C
PracticeDam44,1721.00,7/15/2016,35.931884,-118.16586,7.49,,1,NP,CA,C
PracticeDam45,1722.00,7/15/2016,35.933307,-118.163445,11,,1,NP,CA,C
PracticeDam46,1722.00,7/15/2016,35.934022,-118.163298,9.45,,1,NP,CA,C
PracticeDam47,1722.00,7/15/2016,35.93393,-118.163032,8.3,,1,NP,CA,C
PracticeDam48,1720.00,7/15/2016,35.933356,-118.164332,10.3,,1,NP,CA,C
PracticeDam49,1721.00,7/15/2016,35.933847,-118.164486,7.33,,1,NP,CA,C
PracticeDam50,1721.00,7/15/2016,35.934617,-118.163598,13.4,,1,NP,CA,C
PracticeDam51,1722.00,7/15/2016,35.934751,-118.163149,41.2,,1,NP,CA,C
PracticeDam52,1722.00,7/15/2016,35.938934,-118.16267,28.2,,1,NP,CA,C
PracticeDam53,1723.00,7/15/2016,35.939644,-118.162279,46,,1,NP,CA,C
PracticeDam54,1725.00,7/15/2016,35.942893,-118.168345,26.3,,1,NP,CA,C
PracticeDam56,1759.00,7/15/2016,35.953134,-118.190711,17.5,Possible dam,1,NP,CA,C
PracticeDam57,1741.00,7/15/2016,35.950131,-118.178488,14.4,There is a bit of puddling behind it so it could be a dam. Hard to tell,1,NP,CA,C
PracticeDam58,1735.00,7/15/2016,35.945567,-118.17561,8.86,Not confient with this one,1,NP,CA,C
PracticeDam59,1733.00,7/15/2016,35.944861,-118.173714,5.3,Or this one,1,NP,CA,C
PracticeDam60,1732.00,7/15/2016,35.944732,-118.173189,3.26,Super tiny dam?,1,NP,CA,C
PracticeDam61,1730.00,7/15/2016,35.944202,-118.172372,15.2,,1,NP,CA,C
PracticeDam62,1727.00,7/15/2016,35.942555,-118.170653,31.1,Maybe?,1,NP,CA,C
PracticeDam63,1725.00,7/15/2016,35.94396,-118.168949,16.9,Lodge?,1,NP,CA,C
PracticeDam64,1726.00,7/15/2016,35.945955,-118.165864,8.34,,1,NP,CA,C
PracticeDam65,1726.00,7/15/2016,35.946374,-118.166472,29.1,,1,NP,CA,C
PracticeDam66,1727.00,7/15/2016,35.948718,-118.16784,27.7,,1,NP,CA,C
PracticeDam67,1727.00,7/15/2016,35.950577,-118.168134,18,Not sure,1,NP,CA,C
PracticeDam68,1729.00,7/15/2016,35.953719,-118.164076,10.6,,1,NP,CA,C
PracticeDam69,1728.00,7/15/2016,35.954254,-118.163473,11.9,,1,NP,CA,C
PracticeDam70,1728.00,7/15/2016,35.954583,-118.162457,11.3,Maybe a dry dam,1,NP,CA,C
PracticeDam71,1729.00,7/15/2016,35.954496,-118.161958,7.7,,1,NP,CA,C
PracticeDam72,1730.00,7/15/2016,35.956098,-118.160351,9.88,,1,NP,CA,C
PracticeDam73,1730.00,7/15/2016,35.956556,-118.160456,13.5,,1,NP,CA,C
PracticeDam74,1730.00,7/15/2016,35.95712,-118.160877,6.24,Not sure,1,NP,CA,C
PracticeDam75,1730.00,7/15/2016,35.958041,-118.161893,11.1,,1,NP,CA,C
PracticeDam76,1731.00,7/15/2016,35.958544,-118.16238,19.4,,1,NP,CA,C
PracticeDam77,1731.00,7/15/2016,35.955898,-118.16455,11.3,,1,NP,CA,C
PracticeDam78,1730.00,7/15/2016,35.956285,-118.165503,7.81,,1,NP,CA,C
PracticeDam79,1733.00,7/15/2016,35.957969,-118.166973,18.1,,1,NP,CA,C
PracticeDam80,1738.00,7/15/2016,35.960949,-118.176,4.63,,1,NP,CA,C
PracticeDam81,1739.00,7/15/2016,35.960853,-118.176219,3.82,,1,NP,CA,C
PracticeDam82,1739.00,7/15/2016,35.960568,-118.176284,6.58,,1,NP,CA,C
PracticeDam83,1734.00,7/15/2016,35.963058,-118.159626,4.3,,1,NP,CA,C
PracticeDam84,1741.00,7/15/2016,35.966356,-118.158418,10.8,,1,NP,CA,C
PracticeDam85,1740.00,7/15/2016,35.966547,-118.158174,7.54,,1,NP,CA,C
PracticeDam86,1741.00,7/15/2016,35.968286,-118.159005,18,,1,NP,CA,C
PracticeDam87,1743.00,7/15/2016,35.970525,-118.16001,26.2,,1,NP,CA,C
PracticeDam88,1750.00,7/15/2016,35.975985,-118.155824,7.69,,1,NP,CA,C
PracticeDam89,1755.00,7/15/2016,35.97973,-118.155049,7.57,,1,NP,CA,C
PracticeDam90,1762.00,7/15/2016,35.982612,-118.154741,7.54,Not sure,1,NP,CA,C
PracticeDam91,1773.00,7/15/2016,35.986229,-118.152675,7.76,,1,NP,CA,C
PracticeDam92,1783.00,7/1/2017,35.986848,-118.146726,6.75,,1,NP,CA,C
PracticeDam93,1783.00,7/1/2017,35.986955,-118.146593,14.3,,1,NP,CA,C
PracticeDam94,1789.00,7/15/2016,35.991055,-118.150259,11.3,,1,NP,CA,C
PracticeDam95,1797.00,7/15/2016,35.995579,-118.150334,12.8,,1,NP,CA,C
PracticeDam96,1797.00,7/15/2016,35.99543,-118.150219,11.2,,1,NP,CA,C
PracticeDam97,1809.00,7/1/2017,36.00507,-118.14239,13.6,,1,NP,CA,C
PracticeDam98,1811.00,7/1/2017,36.009148,-118.138455,10.2,,1,NP,CA,C
PracDam1,2766.00,9/12/2014,40.875669,-106.601288,8.13,,2,NP,CO,C
PracDam2,2766.00,9/12/2014,40.875588,-106.601142,10.8,,2,NP,CO,C
PracDam3,2752.00,9/12/2014,40.874939,-106.599582,18,,2,NP,CO,C
PracDam4,2751.00,9/12/2014,40.874497,-106.599186,21.6,not sure,2,NP,CO,C
PracDam5,2758.00,9/12/2014,40.876283,-106.596541,17.4,,2,NP,CO,C
PracDam6,2761.00,9/12/2014,40.876387,-106.598591,14.3,hard to tell,2,NP,CO,C
PracDam7,2747.00,9/12/2014,40.876948,-106.59595,13.2,,2,NP,CO,C
PracDam8,2747.00,9/12/2014,40.877071,-106.596291,12.4,,2,NP,CO,C
PracDam9,2747.00,9/12/2014,40.87746,-106.596233,27.3,,2,NP,CO,C
PracDam10,2749.00,9/12/2014,40.877537,-106.595763,28,,2,NP,CO,C
PracDam11,2764.00,9/12/2014,40.879074,-106.600403,10.3,,2,NP,CO,C
PracDam12,2681.00,9/12/2014,40.875891,-106.588363,22.5,,2,NP,CO,C
PracDam13,2681.00,9/12/2014,40.875994,-106.588316,15.6,,2,NP,CO,C
PracDam14,2681.00,9/12/2014,40.87612,-106.588431,6.56,,2,NP,CO,C
PracDam15,2687.00,9/12/2014,40.877255,-106.588978,3.11,,2,NP,CO,C
PracDam16,2735.00,9/12/2014,40.875905,-106.594704,13.7,,2,NP,CO,C
PracDam17,2761.00,9/12/2014,40.879405,-106.600362,9.55,,2,NP,CO,C
PracDam18,2754.00,9/12/2014,40.880071,-106.600142,11.2,,2,NP,CO,C
PracDam19,2760.00,9/12/2014,40.879708,-106.597211,5.1,,2,NP,CO,C
PracDam20,2761.00,9/12/2014,40.879225,-106.597225,14.8,,2,NP,CO,C
PracDam21,2709.00,9/12/2014,40.880209,-106.588484,3.89,,2,NP,CO,C
PracDam22,2670.00,9/12/2014,40.874967,-106.584473,99.5,,2,NP,CO,C
PracDam23,2667.00,9/12/2014,40.87523,-106.583867,96,,2,NP,CO,C
PracDam24,2666.00,9/12/2014,40.875449,-106.583692,67.7,,2,NP,CO,C
PracDam25,2665.00,9/12/2014,40.875949,-106.583204,51.9,,2,NP,CO,C
PracDam26,2664.00,9/12/2014,40.875612,-106.583079,30.7,,2,NP,CO,C
PracDam27,2665.00,9/12/2014,40.875229,-106.583152,62.9,,2,NP,CO,C
PracDam28,2663.00,9/12/2014,40.875379,-106.582704,23.2,,2,NP,CO,C
PracDam29,2663.00,9/12/2014,40.875442,-106.582284,19.4,,2,NP,CO,C
PracDam30,2663.00,9/12/2014,40.875872,-106.582515,18.5,,2,NP,CO,C
PracDam31,2668.00,9/12/2014,40.874697,-106.58277,15.6,,2,NP,CO,C
PracDam32,2666.00,9/12/2014,40.874503,-106.582304,16.2,,2,NP,CO,C
PracDam33,2665.00,9/12/2014,40.874479,-106.581963,24.2,,2,NP,CO,C
PracDam34,2668.00,9/12/2014,40.874135,-106.582521,16.3,,2,NP,CO,C
PracDam35,2662.00,9/12/2014,40.876005,-106.581729,114,,2,NP,CO,C
PracDam36,2661.00,9/12/2014,40.876144,-106.581338,47.2,,2,NP,CO,C
PracDam37,2665.00,9/12/2014,40.87797,-106.583487,168,dry dam?,2,NP,CO,C
PracDam38,2661.00,9/12/2014,40.878211,-106.581136,146,,2,NP,CO,C
PracDam39,2660.00,9/12/2014,40.878543,-106.581234,101,,2,NP,CO,C
PracDam40,2659.00,9/12/2014,40.878993,-106.581403,112,,2,NP,CO,C
PracDam41,2658.00,9/12/2014,40.87926,-106.581156,44.2,,2,NP,CO,C
PracDam42,2658.00,9/12/2014,40.87975,-106.5822,12.8,,2,NP,CO,C
PracDam43,2657.00,9/12/2014,40.879841,-106.581982,9.73,,2,NP,CO,C
PracDam44,2655.00,9/12/2014,40.880053,-106.581122,10,,2,NP,CO,C
PracDam45,2655.00,9/12/2014,40.880084,-106.580919,13.6,,2,NP,CO,C
PracDam46,2652.00,9/12/2014,40.880437,-106.580162,6.6,,2,NP,CO,C
PracDam47,2736.00,9/12/2014,40.886568,-106.599208,26.4,,2,NP,CO,C
PracDam48,2736.00,9/12/2014,40.886299,-106.599172,20.3,,2,NP,CO,C
PracDam49,2737.00,9/12/2014,40.886187,-106.599266,19.6,,2,NP,CO,C
PracDam50,2743.00,9/12/2014,40.886628,-106.600288,16.2,possible dam,2,NP,CO,C
PracDam51,2743.00,9/12/2014,40.886294,-106.600252,8.21,,2,NP,CO,C
PracDam52,2743.00,9/12/2014,40.886287,-106.600693,5.19,,2,NP,CO,C
PracDam53,2743.00,9/12/2014,40.886261,-106.600888,11.2,,2,NP,CO,C
PracDam54,2749.00,9/12/2014,40.88615,-106.601105,13,,2,NP,CO,C
PracDam55,2745.00,9/12/2014,40.888228,-106.599955,66.9,,2,NP,CO,C
PracDam56,2749.00,9/12/2014,40.888252,-106.601947,16.9,,2,NP,CO,C
PracDam57,2739.00,9/12/2014,40.890329,-106.599137,13.3,,2,NP,CO,C
PracDam58,2738.00,9/12/2014,40.890166,-106.598852,17.2,,2,NP,CO,C
PracDam59,2738.00,9/12/2014,40.890258,-106.598909,4.73,,2,NP,CO,C
PracDam60,2716.00,9/12/2014,40.892016,-106.596019,3.58,,2,NP,CO,C
PracDam61,2716.00,9/12/2014,40.891964,-106.595826,12.6,,2,NP,CO,C
PracDam62,2649.00,9/12/2014,40.877442,-106.57613,77.3,,2,NP,CO,C
PracDam63,2649.00,9/12/2014,40.877388,-106.575923,44,,2,NP,CO,C
PracDam64,2648.00,9/12/2014,40.877122,-106.575988,9.1,,2,NP,CO,C
PracDam65,2649.00,9/12/2014,40.87684,-106.576092,13.5,,2,NP,CO,C
PracDam66,2648.00,9/12/2014,40.876745,-106.575808,20.1,,2,NP,CO,C
PracDam67,2648.00,9/12/2014,40.876521,-106.57589,14.8,,2,NP,CO,C
PracDam68,2647.00,9/12/2014,40.876852,-106.575439,39.9,,2,NP,CO,C
PracDam69,2646.00,9/12/2014,40.876502,-106.575437,48.6,,2,NP,CO,C
PracDam70,2646.00,9/12/2014,40.876704,-106.575217,36.5,,2,NP,CO,C
PracDam71,2643.00,9/12/2014,40.876522,-106.574766,53.7,,2,NP,CO,C
PracDam72,2641.00,9/12/2014,40.876382,-106.574153,9.94,,2,NP,CO,C
PracDam73,2640.00,9/12/2014,40.876802,-106.574039,89.9,,2,NP,CO,C
PracDam74,2640.00,9/12/2014,40.877261,-106.573789,57.3,,2,NP,CO,C
PracDam75,2638.00,9/12/2014,40.877191,-106.573445,96.2,,2,NP,CO,C
PracDam76,2637.00,9/12/2014,40.877268,-106.573191,38.3,,2,NP,CO,C
PracDam77,2637.00,9/12/2014,40.877535,-106.573028,8.92,,2,NP,CO,C
PracDam78,2637.00,9/12/2014,40.877306,-106.572729,22.7,,2,NP,CO,C
PracDam79,2634.00,9/12/2014,40.877718,-106.572419,76,,2,NP,CO,C
PracDam80,2633.00,9/12/2014,40.877876,-106.572167,46.5,,2,NP,CO,C
PracDam81,2632.00,9/12/2014,40.87807,-106.571786,22.6,,2,NP,CO,C
PracDam82,2631.00,9/12/2014,40.878223,-106.571517,43.9,,2,NP,CO,C
PracDam83,2631.00,9/12/2014,40.87831,-106.571328,38.2,,2,NP,CO,C
PracDam84,2629.00,9/12/2014,40.878657,-106.571163,158,,2,NP,CO,C
PracDam85,2627.00,9/12/2014,40.878793,-106.570868,50.5,,2,NP,CO,C
PracDam86,2527.00,9/12/2014,40.879086,-106.570588,47.7,,2,NP,CO,C
PracDam87,2627.00,9/12/2014,40.879165,-106.569853,78.9,,2,NP,CO,C
PracDam88,2626.00,9/12/2014,40.879234,-106.56978,30.5,,2,NP,CO,C
PracDam89,2626.00,9/12/2014,40.879342,-106.569576,33.8,,2,NP,CO,C
PracDam90,2626.00,9/12/2014,40.879379,-106.569398,33.2,,2,NP,CO,C
PracDam91,2625.00,9/12/2014,40.879405,-106.568953,84.6,,2,NP,CO,C
PracDam92,2625.00,9/12/2014,40.879217,-106.568719,27.1,,2,NP,CO,C
PracDam93,2625.00,9/12/2014,40.87959,-106.568807,28,,2,NP,CO,C
PracDam94,2624.00,9/12/2014,40.87974,-106.568636,23.2,,2,NP,CO,C
PracDam95,2621.00,9/12/2014,40.879813,-106.568126,60.3,,2,NP,CO,C
PracDam96,2621.00,9/12/2014,40.880003,-106.568035,20.2,,2,NP,CO,C
PracDam97,2620.00,9/12/2014,40.880047,-106.567892,23,,2,NP,CO,C
PracDam98,2619.00,9/12/2014,40.880383,-106.567395,70.9,,2,NP,CO,C
PracDam99,2618.00,9/12/2014,40.880615,-106.566843,46,,2,NP,CO,C
PracDam100,2617.00,9/12/2014,40.881467,-106.567357,2.49,,2,NP,CO,C
PracDam101,2618.00,9/12/2014,40.88166,-106.567701,2.36,,2,NP,CO,C
PracDam102,2618.00,9/12/2014,40.881836,-106.568072,1.72,,2,NP,CO,C
